recordtime	accelerationX	accelerationY	accelerationZ
14108	-0.02438354	-0.02682495	-1.005112
14109	-0.02575684	-0.02679443	-1.006409
14110	-0.02441406	-0.02806091	-1.005402
14111	-0.02561951	-0.02656555	-1.0047
14112	-0.02424622	-0.02658081	-1.006561
14113	-0.02488708	-0.02828979	-1.004486
14114	-0.02453613	-0.02636719	-1.006165
14115	-0.02536011	-0.02787781	-1.006653
14116	-0.02281189	-0.02728271	-1.005844
14117	-0.02626038	-0.02813721	-1.00592
14118	-0.02328491	-0.02613831	-1.00705
14119	-0.0241394	-0.02706909	-1.006317
14120	-0.0241394	-0.02597046	-1.00737
14121	-0.02781677	-0.02719116	-1.006821
14122	-0.02444458	-0.02900696	-1.007278
14123	-0.02519226	-0.02650452	-1.006851
14124	-0.02508545	-0.02685547	-1.007339
14125	-0.02470398	-0.02546692	-1.007339
14126	-0.02534485	-0.02770996	-1.006699
14127	-0.02577209	-0.02670288	-1.006836
14128	-0.02528381	-0.02760315	-1.006638
14129	-0.02415466	-0.0266571	-1.007034
14130	-0.02580261	-0.02737427	-1.008118
14131	-0.02433777	-0.02549744	-1.007065
14132	-0.02355957	-0.02789307	-1.006805
14133	-0.02507019	-0.02876282	-1.005096
14134	-0.02661133	-0.02742004	-1.006912
14135	-0.02494812	-0.02828979	-1.006454
14136	-0.02401733	-0.026474	-1.007645
14137	-0.02415466	-0.02781677	-1.006989
14138	-0.02578735	-0.02510071	-1.006958
14139	-0.02528381	-0.02690125	-1.006042
14140	-0.02604675	-0.0272522	-1.006439
14141	-0.02488708	-0.02568054	-1.005646
14142	-0.02738953	-0.02401733	-1.005219
14143	-0.02503967	-0.02734375	-1.005966
14144	-0.02522278	-0.02555847	-1.005371
14145	-0.02304077	-0.02662659	-1.00589
14146	-0.02250671	-0.02706909	-1.008072
14147	-0.02609253	-0.02714539	-1.00737
14148	-0.0239563	-0.02574158	-1.012146
14149	-0.02549744	-0.02758789	-1.010376
14150	-0.02522278	-0.02685547	-1.00972
14151	-0.025177	-0.02883911	-1.007401
14152	-0.02597046	-0.0243988	-1.006058
14153	-0.0255127	-0.02716064	-1.007919
14154	-0.02427673	-0.02677917	-1.005188
14155	-0.02323914	-0.02607727	-1.007523
14156	-0.02453613	-0.02612305	-1.00502
14157	-0.02568054	-0.02545166	-1.006546
14158	-0.02426147	-0.02635193	-1.008911
14159	-0.02552795	-0.02738953	-1.006226
14160	-0.02449036	-0.02601624	-1.007172
14161	-0.02584839	-0.02549744	-1.006897
14162	-0.02468872	-0.02639771	-1.006836
14163	-0.02563477	-0.02807617	-1.006622
14164	-0.0254364	-0.02679443	-1.006744
14165	-0.02696228	-0.02613831	-1.00621
14166	-0.02580261	-0.02568054	-1.006027
14167	-0.02384949	-0.02545166	-1.004791
14168	-0.02323914	-0.02600098	-1.006958
14169	-0.02337646	-0.02627563	-1.005875
14170	-0.02516174	-0.02645874	-1.005127
14171	-0.02548218	-0.025177	-1.008347
14172	-0.02566528	-0.02711487	-1.005798
14173	-0.02537537	-0.02458191	-1.007538
14174	-0.02420044	-0.02633667	-1.006531
14175	-0.02589417	-0.02767944	-1.006302
14176	-0.02325439	-0.02688599	-1.006927
14177	-0.02401733	-0.02615356	-1.00824
14178	-0.02612305	-0.02653503	-1.004852
14179	-0.02565002	-0.02615356	-1.009262
14180	-0.02578735	-0.02590942	-1.009521
14181	-0.02626038	-0.02653503	-1.005203
14182	-0.02651978	-0.02612305	-1.006775
14183	-0.02456665	-0.02690125	-1.006958
14184	-0.02334595	-0.02671814	-1.006271
14185	-0.0242157	-0.02597046	-1.006546
14186	-0.02333069	-0.02622986	-1.007126
14187	-0.02503967	-0.02458191	-1.009064
14188	-0.02593994	-0.02624512	-1.005447
14189	-0.02471924	-0.02658081	-1.004715
14190	-0.02529907	-0.02783203	-1.006226
14191	-0.02630615	-0.02732849	-1.006409
14192	-0.02429199	-0.02674866	-1.007202
14193	-0.02546692	-0.02568054	-1.007568
14194	-0.02435303	-0.02716064	-1.007111
14195	-0.02481079	-0.02626038	-1.005203
14196	-0.0252533	-0.02645874	-1.005539
14197	-0.0244751	-0.02766418	-1.006409
14198	-0.02589417	-0.0269165	-1.005219
14199	-0.02589417	-0.02655029	-1.005585
14200	-0.0239563	-0.0271759	-1.005951
14201	-0.02627563	-0.02734375	-1.003586
14202	-0.02557373	-0.02560425	-1.00563
14203	-0.0249176	-0.02723694	-1.005997
14204	-0.0256958	-0.0271759	-1.005951
14205	-0.02626038	-0.02598572	-1.005371
14206	-0.02574158	-0.02655029	-1.005936
14207	-0.02638245	-0.02705383	-1.008804
14208	-0.02645874	-0.02648926	-1.011093
14209	-0.0254364	-0.02738953	-1.00853
14210	-0.02424622	-0.02684021	-1.009521
14211	-0.02586365	-0.02688599	-1.007034
14212	-0.02539062	-0.02542114	-1.006287
14213	-0.02503967	-0.02708435	-1.007111
14214	-0.02481079	-0.02859497	-1.006775
14215	-0.02584839	-0.02572632	-1.00708
14216	-0.02432251	-0.0267334	-1.006348
14217	-0.02581787	-0.02922058	-1.005112
14218	-0.02726746	-0.02653503	-1.005722
14219	-0.02655029	-0.02810669	-1.006866
14220	-0.02536011	-0.0269165	-1.003983
14221	-0.0262146	-0.02552795	-1.005203
14222	-0.02464294	-0.02742004	-1.006805
14223	-0.02365112	-0.02697754	-1.005859
14224	-0.02531433	-0.02603149	-1.005142
14225	-0.02436829	-0.02850342	-1.007568
14226	-0.02502441	-0.02716064	-1.006668
14227	-0.02400208	-0.02659607	-1.00621
14228	-0.0262146	-0.02627563	-1.005035
14229	-0.02630615	-0.02749634	-1.005463
14230	-0.02482605	-0.02659607	-1.005539
14231	-0.02484131	-0.02714539	-1.003662
14232	-0.02548218	-0.0271759	-1.007782
14233	-0.02337646	-0.02563477	-1.005264
14234	-0.02345276	-0.02484131	-1.005768
14235	-0.02784729	-0.02784729	-1.006256
14236	-0.02554321	-0.02653503	-1.00531
14237	-0.02481079	-0.0289917	-1.006516
14238	-0.02560425	-0.02819824	-1.00647
14239	-0.02442932	-0.0266571	-1.005341
14240	-0.02694702	-0.02752686	-1.006241
14241	-0.0271759	-0.02859497	-1.005554
14242	-0.02333069	-0.02600098	-1.006638
14243	-0.02624512	-0.02627563	-1.006378
14244	-0.02590942	-0.0249939	-1.007767
14245	-0.02571106	-0.02674866	-1.005508
14246	-0.0262146	-0.02584839	-1.007248
14247	-0.02523804	-0.02490234	-1.004623
14248	-0.02420044	-0.02711487	-1.006943
14249	-0.02320862	-0.02793884	-1.007141
14250	-0.02552795	-0.02687073	-1.00618
14251	-0.0244751	-0.02746582	-1.004929
14252	-0.02514648	-0.02624512	-1.00592
14253	-0.02452087	-0.02615356	-1.005585
14254	-0.02323914	-0.02607727	-1.007965
14255	-0.02546692	-0.02575684	-1.005951
14256	-0.02468872	-0.02687073	-1.006607
14257	-0.02555847	-0.02668762	-1.006516
14258	-0.02284241	-0.02630615	-1.005676
14259	-0.02453613	-0.02616882	-1.007401
14260	-0.02514648	-0.02694702	-1.006516
14261	-0.02488708	-0.02600098	-1.006241
14262	-0.02565002	-0.02703857	-1.006226
14263	-0.02645874	-0.02645874	-1.007217
14264	-0.02606201	-0.02810669	-1.0065
14265	-0.02545166	-0.02586365	-1.006332
14266	-0.0246582	-0.02688599	-1.005478
14267	-0.02482605	-0.02716064	-1.009125
14268	-0.0252533	-0.02696228	-1.012238
14269	-0.02613831	-0.02664185	-1.010361
14270	-0.02212524	-0.02789307	-1.009186
14271	-0.02326965	-0.02745056	-1.007217
14272	-0.02531433	-0.02702332	-1.008224
14273	-0.02400208	-0.02513123	-1.005173
14274	-0.02571106	-0.02603149	-1.006073
14275	-0.02674866	-0.02723694	-1.007202
14276	-0.0246582	-0.0252533	-1.005432
14277	-0.02636719	-0.0266571	-1.005554
14278	-0.0236969	-0.02738953	-1.006454
14279	-0.02458191	-0.02642822	-1.007736
14280	-0.02366638	-0.02545166	-1.007904
14281	-0.02752686	-0.02554321	-1.00856
14282	-0.02456665	-0.0266571	-1.005783
14283	-0.02542114	-0.0262146	-1.006531
14284	-0.02532959	-0.02494812	-1.0056
14285	-0.02497864	-0.02824402	-1.005234
14286	-0.02554321	-0.02694702	-1.007431
14287	-0.02592468	-0.02548218	-1.006271
14288	-0.02522278	-0.02627563	-1.007339
14289	-0.02534485	-0.02758789	-1.006287
14290	-0.02458191	-0.02752686	-1.007156
14291	-0.02609253	-0.02645874	-1.00592
14292	-0.02510071	-0.02563477	-1.007706
14293	-0.02482605	-0.0262146	-1.007477
14294	-0.02536011	-0.02766418	-1.00705
14295	-0.0231781	-0.02642822	-1.006989
14296	-0.0247345	-0.02651978	-1.006592
14297	-0.02459717	-0.02688599	-1.006851
14298	-0.02558899	-0.02670288	-1.006348
14299	-0.02519226	-0.0272522	-1.006378
14300	-0.02526855	-0.02729797	-1.005524
14301	-0.02571106	-0.02612305	-1.005051
14302	-0.02464294	-0.02604675	-1.006302
14303	-0.02581787	-0.02694702	-1.008026
14304	-0.02409363	-0.02510071	-1.006409
14305	-0.02381897	-0.02764893	-1.008224
14306	-0.02615356	-0.02745056	-1.008972
14307	-0.02671814	-0.0275116	-1.008331
14308	-0.02494812	-0.02713013	-1.008179
14309	-0.02459717	-0.02526855	-1.00737
14310	-0.0242157	-0.02767944	-1.006195
14311	-0.02479553	-0.02748108	-1.007446
14312	-0.02688599	-0.02607727	-1.006241
14313	-0.02302551	-0.02780151	-1.007431
14314	-0.02607727	-0.02778625	-1.005722
14315	-0.02278137	-0.02709961	-1.005936
14316	-0.02346802	-0.02645874	-1.007324
14317	-0.02624512	-0.02778625	-1.00708
14318	-0.02441406	-0.02758789	-1.007889
14319	-0.02500916	-0.02822876	-1.006302
14320	-0.02288818	-0.02696228	-1.002945
14321	-0.02571106	-0.027771	-1.006454
14322	-0.02394104	-0.02824402	-1.005783
14323	-0.02438354	-0.02848816	-1.006653
14324	-0.02474976	-0.02792358	-1.006805
14325	-0.02612305	-0.02877808	-1.00798
14326	-0.02694702	-0.02603149	-1.006424
14327	-0.02456665	-0.02835083	-1.005539
14328	-0.02212524	-0.02761841	-1.011673
14329	-0.02510071	-0.02742004	-1.009186
14330	-0.02400208	-0.02659607	-1.008102
14331	-0.02340698	-0.02746582	-1.008621
14332	-0.02270508	-0.02651978	-1.007324
14333	-0.02534485	-0.02677917	-1.005936
14334	-0.02310181	-0.02476501	-1.005341
14335	-0.02522278	-0.0269165	-1.007416
14336	-0.02523804	-0.02590942	-1.006821
14337	-0.02420044	-0.02763367	-1.007172
14338	-0.02610779	-0.02622986	-1.005768
14339	-0.02531433	-0.02644348	-1.008606
14340	-0.02310181	-0.0274353	-1.005768
14341	-0.02682495	-0.02642822	-1.005768
14342	-0.02442932	-0.02848816	-1.005463
14343	-0.02624512	-0.02738953	-1.004547
14344	-0.02403259	-0.02612305	-1.006699
14345	-0.02638245	-0.02688599	-1.006607
14346	-0.02494812	-0.02694702	-1.006973
14347	-0.02508545	-0.02705383	-1.007721
14348	-0.02706909	-0.02542114	-1.005035
14349	-0.02575684	-0.02891541	-1.007599
14350	-0.02552795	-0.02684021	-1.006485
14351	-0.02488708	-0.02627563	-1.00676
14352	-0.0249176	-0.02859497	-1.005707
14353	-0.02586365	-0.02676392	-1.005005
14354	-0.02668762	-0.02615356	-1.006058
14355	-0.02526855	-0.02711487	-1.00798
14356	-0.02333069	-0.02658081	-1.00705
14357	-0.02452087	-0.02809143	-1.004822
14358	-0.02624512	-0.02488708	-1.00499
14359	-0.02561951	-0.02722168	-1.007767
14360	-0.02444458	-0.02716064	-1.005524
14361	-0.02478027	-0.02896118	-1.005035
14362	-0.02476501	-0.02684021	-1.007126
14363	-0.0246582	-0.02778625	-1.005859
14364	-0.02542114	-0.02557373	-1.007034
14365	-0.02468872	-0.02737427	-1.006134
14366	-0.02507019	-0.02738953	-1.00795
14367	-0.02563477	-0.02818298	-1.006607
14368	-0.02708435	-0.02760315	-1.004791
14369	-0.02478027	-0.02719116	-1.006729
14370	-0.02456665	-0.02671814	-1.00563
14371	-0.02416992	-0.02688599	-1.005493
14372	-0.0249176	-0.02658081	-1.007431
14373	-0.02467346	-0.02600098	-1.004929
14374	-0.02629089	-0.02542114	-1.006485
14375	-0.0254364	-0.02578735	-1.005524
14376	-0.02468872	-0.02610779	-1.005966
14377	-0.02531433	-0.025177	-1.006821
14378	-0.02545166	-0.02713013	-1.008011
14379	-0.02693176	-0.02609253	-1.003845
14380	-0.02549744	-0.02461243	-1.005981
14381	-0.02426147	-0.02485657	-1.005661
14382	-0.02259827	-0.02604675	-1.00618
14383	-0.02539062	-0.02676392	-1.005768
14384	-0.02560425	-0.02732849	-1.00502
14385	-0.025177	-0.02409363	-1.006973
14386	-0.02502441	-0.02661133	-1.006073
14387	-0.02706909	-0.02587891	-1.00972
14388	-0.02713013	-0.0256958	-1.012741
14389	-0.02351379	-0.02642822	-1.012375
14390	-0.02433777	-0.02435303	-1.013092
14391	-0.0255127	-0.02729797	-1.011368
14392	-0.02493286	-0.02593994	-1.008621
14393	-0.02438354	-0.02432251	-1.008408
14394	-0.02548218	-0.02619934	-1.010117
14395	-0.02427673	-0.0259552	-1.006119
14396	-0.02616882	-0.02374268	-1.006943
14397	-0.0247345	-0.02357483	-1.006622
14398	-0.02713013	-0.02659607	-1.006866
14399	-0.0262146	-0.02630615	-1.006699
14400	-0.02554321	-0.02618408	-1.00705
14401	-0.02532959	-0.02568054	-1.006332
14402	-0.02529907	-0.02583313	-1.006866
14403	-0.02711487	-0.02497864	-1.00705
14404	-0.02377319	-0.02632141	-1.00589
14405	-0.02687073	-0.02624512	-1.007217
14406	-0.02424622	-0.02481079	-1.006561
14407	-0.02482605	-0.02641296	-1.00621
14408	-0.02462769	-0.02612305	-1.007446
14409	-0.0242157	-0.02514648	-1.006363
14410	-0.02474976	-0.0249939	-1.007507
14411	-0.02388	-0.02609253	-1.005936
14412	-0.02424622	-0.02505493	-1.006439
14413	-0.02537537	-0.02679443	-1.007004
14414	-0.0241394	-0.02519226	-1.007797
14415	-0.02430725	-0.02531433	-1.006561
14416	-0.0252533	-0.02674866	-1.004456
14417	-0.0255127	-0.02487183	-1.006363
14418	-0.0272522	-0.02478027	-1.004486
14419	-0.02377319	-0.025177	-1.008423
14420	-0.02461243	-0.02615356	-1.006729
14421	-0.02464294	-0.02554321	-1.007172
14422	-0.02394104	-0.02604675	-1.005936
14423	-0.02622986	-0.02514648	-1.00708
14424	-0.02537537	-0.02601624	-1.00592
14425	-0.02629089	-0.02578735	-1.007614
14426	-0.02359009	-0.02639771	-1.005753
14427	-0.02394104	-0.02554321	-1.007156
14428	-0.02540588	-0.0254364	-1.006592
14429	-0.027771	-0.02592468	-1.004349
14430	-0.02487183	-0.02651978	-1.006866
14431	-0.0246582	-0.02630615	-1.007462
14432	-0.02511597	-0.02598572	-1.007751
14433	-0.02661133	-0.02557373	-1.005417
14434	-0.02391052	-0.02635193	-1.006149
14435	-0.02433777	-0.02604675	-1.006577
14436	-0.02539062	-0.02593994	-1.006195
14437	-0.0247345	-0.02659607	-1.005707
14438	-0.02476501	-0.02700806	-1.006973
14439	-0.02429199	-0.02757263	-1.00621
14440	-0.02664185	-0.02815247	-1.005203
14441	-0.02738953	-0.02838135	-1.006638
14442	-0.02565002	-0.02555847	-1.006348
14443	-0.0244751	-0.02716064	-1.005875
14444	-0.02496338	-0.02723694	-1.006149
14445	-0.02494812	-0.02763367	-1.006104
14446	-0.0269165	-0.02578735	-1.006927
14447	-0.02374268	-0.02592468	-1.007675
14448	-0.02607727	-0.02650452	-1.010437
14449	-0.02642822	-0.02674866	-1.008911
14450	-0.0243988	-0.02693176	-1.007629
14451	-0.02572632	-0.02664185	-1.009583
14452	-0.02645874	-0.02655029	-1.005753
14453	-0.02432251	-0.0256958	-1.006912
14454	-0.02749634	-0.02734375	-1.006042
14455	-0.02424622	-0.02676392	-1.007202
14456	-0.02568054	-0.0266571	-1.006226
14457	-0.02670288	-0.02722168	-1.005844
14458	-0.02687073	-0.02720642	-1.005432
14459	-0.02513123	-0.02572632	-1.005875
14460	-0.02510071	-0.02584839	-1.005554
14461	-0.02616882	-0.0266571	-1.008102
14462	-0.02311707	-0.02714539	-1.007126
14463	-0.02519226	-0.0274353	-1.006821
14464	-0.0242157	-0.02754211	-1.004852
14465	-0.02554321	-0.02624512	-1.006851
14466	-0.02450562	-0.02618408	-1.006119
14467	-0.02323914	-0.02624512	-1.005615
14468	-0.0234375	-0.02561951	-1.006866
14469	-0.02391052	-0.02633667	-1.005371
14470	-0.02313232	-0.02690125	-1.007065
14471	-0.02656555	-0.02711487	-1.006256
14472	-0.02484131	-0.02679443	-1.006119
14473	-0.02397156	-0.02586365	-1.007553
14474	-0.02597046	-0.02583313	-1.007217
14475	-0.02282715	-0.02655029	-1.00531
14476	-0.02366638	-0.02645874	-1.006348
14477	-0.02667236	-0.0269928	-1.006943
14478	-0.0254364	-0.02651978	-1.006134
14479	-0.02500916	-0.02680969	-1.004654
14480	-0.02389526	-0.02688599	-1.009445
14481	-0.0255127	-0.02772522	-1.007126
14482	-0.02565002	-0.0276947	-1.006454
14483	-0.02722168	-0.0269928	-1.006851
14484	-0.02503967	-0.02432251	-1.00705
14485	-0.02613831	-0.02674866	-1.007629
14486	-0.02548218	-0.02548218	-1.005081
14487	-0.02584839	-0.02720642	-1.005905
14488	-0.0259552	-0.02656555	-1.004959
14489	-0.02400208	-0.02781677	-1.005798
14490	-0.02575684	-0.02650452	-1.006134
14491	-0.02328491	-0.02682495	-1.005508
14492	-0.02485657	-0.02706909	-1.006241
14493	-0.02580261	-0.02601624	-1.006851
14494	-0.02401733	-0.02792358	-1.004044
14495	-0.02529907	-0.0267334	-1.006424
14496	-0.02528381	-0.02618408	-1.008148
14497	-0.02568054	-0.0269165	-1.004776
14498	-0.0244751	-0.02590942	-1.006226
14499	-0.02572632	-0.0280304	-1.005905
14500	-0.02539062	-0.02670288	-1.005249
14501	-0.02418518	-0.02630615	-1.00502
14502	-0.02471924	-0.02774048	-1.007797
14503	-0.02661133	-0.02635193	-1.006332
14504	-0.02548218	-0.02740479	-1.005432
14505	-0.02624512	-0.0269928	-1.005249
14506	-0.02624512	-0.02807617	-1.007538
14507	-0.0241394	-0.02575684	-1.008286
14508	-0.02461243	-0.02583313	-1.009689
14509	-0.02507019	-0.02584839	-1.008759
14510	-0.02453613	-0.02565002	-1.007996
14511	-0.0252533	-0.02542114	-1.006973
14512	-0.02380371	-0.02658081	-1.00737
14513	-0.02391052	-0.02700806	-1.007095
14514	-0.02394104	-0.02679443	-1.005539
14515	-0.0234375	-0.02636719	-1.007004
14516	-0.02464294	-0.02734375	-1.006638
14517	-0.02546692	-0.0267334	-1.006546
14518	-0.02372742	-0.02676392	-1.006149
14519	-0.02684021	-0.02746582	-1.006409
14520	-0.0227356	-0.02806091	-1.006348
14521	-0.025177	-0.02835083	-1.006973
14522	-0.02427673	-0.02729797	-1.00705
14523	-0.02507019	-0.02674866	-1.011932
14524	-0.02696228	-0.02668762	-1.012558
14525	-0.02368164	-0.02761841	-1.013168
14526	-0.02540588	-0.02713013	-1.011703
14527	-0.02410889	-0.02577209	-1.009964
14528	-0.02494812	-0.02708435	-1.008896
14529	-0.02549744	-0.02735901	-1.008423
14530	-0.02427673	-0.02818298	-1.006027
14531	-0.02377319	-0.02651978	-1.006943
14532	-0.02542114	-0.02767944	-1.00795
14533	-0.02481079	-0.026474	-1.007309
14534	-0.02209473	-0.02716064	-1.008026
14535	-0.02429199	-0.0262146	-1.006195
14536	-0.0247345	-0.02650452	-1.006546
14537	-0.02322388	-0.02738953	-1.010742
14538	-0.02478027	-0.02682495	-1.012695
14539	-0.02418518	-0.02656555	-1.01355
14540	-0.02479553	-0.02893066	-1.0121
14541	-0.02546692	-0.02674866	-1.012115
14542	-0.02502441	-0.02668762	-1.010529
14543	-0.02432251	-0.02764893	-1.009628
14544	-0.022995	-0.02584839	-1.006149
14545	-0.02253723	-0.02494812	-1.008347
14546	-0.02531433	-0.0262146	-1.007126
14547	-0.02716064	-0.02682495	-1.006927
14548	-0.02450562	-0.02746582	-1.00737
14549	-0.02632141	-0.02755737	-1.006454
14550	-0.02568054	-0.02578735	-1.008591
14551	-0.0247345	-0.02787781	-1.007996
14552	-0.02423096	-0.02597046	-1.006531
14553	-0.02516174	-0.02464294	-1.00766
14554	-0.02452087	-0.0275116	-1.007751
14555	-0.02416992	-0.02745056	-1.007156
14556	-0.02520752	-0.02636719	-1.006012
14557	-0.02513123	-0.02560425	-1.006912
14558	-0.02407837	-0.02583313	-1.005997
14559	-0.02450562	-0.02722168	-1.005035
14560	-0.02503967	-0.02749634	-1.007721
14561	-0.02629089	-0.02781677	-1.006744
14562	-0.02429199	-0.02761841	-1.005646
14563	-0.02487183	-0.0262146	-1.005295
14564	-0.0249939	-0.02630615	-1.006699
14565	-0.02812195	-0.02479553	-1.005463
14566	-0.02455139	-0.0269165	-1.008469
14567	-0.02618408	-0.02723694	-1.010086
14568	-0.0244751	-0.02766418	-1.012024
14569	-0.02488708	-0.02424622	-1.010864
14570	-0.0252533	-0.02511597	-1.007843
14571	-0.02294922	-0.02766418	-1.006485
14572	-0.02627563	-0.02577209	-1.007263
14573	-0.02391052	-0.02549744	-1.006866
14574	-0.02388	-0.02697754	-1.008942
14575	-0.02481079	-0.02740479	-1.005539
14576	-0.02423096	-0.02720642	-1.004471
14577	-0.02629089	-0.02760315	-1.007828
14578	-0.02442932	-0.02761841	-1.005463
14579	-0.02400208	-0.02549744	-1.00766
14580	-0.02320862	-0.02490234	-1.005524
14581	-0.02127075	-0.02514648	-1.006134
14582	-0.0262146	-0.02810669	-1.008759
14583	-0.0249939	-0.02575684	-1.005554
14584	-0.02256775	-0.02693176	-1.005219
14585	-0.02528381	-0.02671814	-1.005508
14586	-0.02735901	-0.02635193	-1.006516
14587	-0.02241516	-0.02746582	-1.006775
14588	-0.02537537	-0.02618408	-1.007126
14589	-0.0266571	-0.02603149	-1.006561
14590	-0.02497864	-0.02656555	-1.00676
14591	-0.02552795	-0.02755737	-1.007187
14592	-0.02435303	-0.02662659	-1.006622
14593	-0.02362061	-0.02745056	-1.006439
14594	-0.02497864	-0.02737427	-1.007553
14595	-0.02630615	-0.02609253	-1.005371
14596	-0.02706909	-0.02815247	-1.006042
14597	-0.02529907	-0.02713013	-1.006836
14598	-0.0255127	-0.02566528	-1.005173
14599	-0.02780151	-0.02714539	-1.006866
14600	-0.02281189	-0.02676392	-1.005569
14601	-0.02526855	-0.02775574	-1.006424
14602	-0.02496338	-0.02589417	-1.005447
14603	-0.02610779	-0.02818298	-1.006882
14604	-0.02505493	-0.02729797	-1.007904
14605	-0.02534485	-0.0267334	-1.005981
14606	-0.02453613	-0.02734375	-1.005203
14607	-0.02644348	-0.02667236	-1.006058
14608	-0.02467346	-0.02799988	-1.0056
14609	-0.02494812	-0.02639771	-1.006409
14610	-0.02557373	-0.02636719	-1.005493
14611	-0.02645874	-0.02694702	-1.004669
14612	-0.02427673	-0.02713013	-1.006439
14613	-0.02627563	-0.02705383	-1.005859
14614	-0.02456665	-0.02662659	-1.006302
14615	-0.0246582	-0.02520752	-1.007416
14616	-0.02278137	-0.02685547	-1.0065
14617	-0.02508545	-0.02572632	-1.007599
14618	-0.02542114	-0.0276947	-1.008545
14619	-0.02487183	-0.02746582	-1.010498
14620	-0.02708435	-0.0249939	-1.011429
14621	-0.0247345	-0.02763367	-1.011398
14622	-0.02507019	-0.02696228	-1.01268
14623	-0.02445984	-0.0249939	-1.01091
14624	-0.02400208	-0.02537537	-1.008926
14625	-0.02571106	-0.02787781	-1.007248
14626	-0.02529907	-0.0256958	-1.007492
14627	-0.02633667	-0.02674866	-1.0065
14628	-0.02404785	-0.02618408	-1.008057
14629	-0.02375793	-0.02760315	-1.007263
14630	-0.02384949	-0.02740479	-1.006424
14631	-0.02481079	-0.02735901	-1.00795
14632	-0.026474	-0.026474	-1.007019
14633	-0.02452087	-0.02687073	-1.007278
14634	-0.0249176	-0.02784729	-1.00676
14635	-0.02449036	-0.02572632	-1.006592
14636	-0.02479553	-0.02804565	-1.007935
14637	-0.02288818	-0.02735901	-1.006363
14638	-0.02342224	-0.02905273	-1.006439
14639	-0.0223999	-0.02709961	-1.008575
14640	-0.02322388	-0.02624512	-1.005707
14641	-0.02502441	-0.02589417	-1.005203
14642	-0.02476501	-0.02661133	-1.00592
14643	-0.02433777	-0.02684021	-1.005508
14644	-0.02545166	-0.02493286	-1.006195
14645	-0.0266571	-0.02481079	-1.005646
14646	-0.02352905	-0.02653503	-1.006897
14647	-0.02261353	-0.02786255	-1.007782
14648	-0.02575684	-0.02593994	-1.005096
14649	-0.02235413	-0.02734375	-1.006531
14650	-0.02552795	-0.02767944	-1.00795
14651	-0.02519226	-0.02716064	-1.006805
14652	-0.0259552	-0.02557373	-1.00798
14653	-0.02706909	-0.02775574	-1.00531
14654	-0.02722168	-0.02580261	-1.005051
14655	-0.02349854	-0.02737427	-1.006546
14656	-0.02577209	-0.02783203	-1.006363
14657	-0.02572632	-0.02702332	-1.007263
14658	-0.02459717	-0.02737427	-1.006073
14659	-0.02615356	-0.02589417	-1.005646
14660	-0.02548218	-0.02703857	-1.005753
14661	-0.02462769	-0.02584839	-1.008377
14662	-0.02436829	-0.02555847	-1.005951
14663	-0.02577209	-0.02752686	-1.006409
14664	-0.02613831	-0.02664185	-1.008331
14665	-0.02696228	-0.02838135	-1.006332
14666	-0.02684021	-0.02655029	-1.006546
14667	-0.02430725	-0.02633667	-1.007355
14668	-0.02624512	-0.02616882	-1.00647
14669	-0.0239563	-0.0275116	-1.00502
14670	-0.02386475	-0.02574158	-1.004654
14671	-0.02593994	-0.02719116	-1.00769
14672	-0.02430725	-0.02706909	-1.008072
14673	-0.02575684	-0.02656555	-1.00589
14674	-0.02529907	-0.0274353	-1.0047
14675	-0.0234375	-0.0255127	-1.006577
14676	-0.02470398	-0.02546692	-1.007202
14677	-0.02597046	-0.02656555	-1.005447
14678	-0.02478027	-0.02755737	-1.006058
14679	-0.02626038	-0.02552795	-1.005569
14680	-0.02639771	-0.02511597	-1.00618
14681	-0.02522278	-0.02749634	-1.005997
14682	-0.02565002	-0.02688599	-1.00647
14683	-0.02600098	-0.02674866	-1.005264
14684	-0.02612305	-0.02742004	-1.00502
14685	-0.02586365	-0.02574158	-1.007172
14686	-0.02372742	-0.02748108	-1.004883
14687	-0.02484131	-0.02607727	-1.00676
14688	-0.02610779	-0.02519226	-1.008209
14689	-0.02406311	-0.02767944	-1.00737
14690	-0.02529907	-0.02720642	-1.008392
14691	-0.02560425	-0.02664185	-1.012924
14692	-0.0255127	-0.0267334	-1.012848
14693	-0.02514648	-0.02616882	-1.011566
14694	-0.0246582	-0.02546692	-1.0103
14695	-0.02362061	-0.02626038	-1.010376
14696	-0.02656555	-0.02700806	-1.007889
14697	-0.02394104	-0.02731323	-1.008759
14698	-0.02401733	-0.02572632	-1.007126
14699	-0.02627563	-0.02709961	-1.007965
14700	-0.02572632	-0.02449036	-1.005142
14701	-0.02487183	-0.02664185	-1.007065
14702	-0.02423096	-0.02697754	-1.005997
14703	-0.0239563	-0.02627563	-1.007019
14704	-0.02603149	-0.02560425	-1.007431
14705	-0.02510071	-0.02584839	-1.00528
14706	-0.02316284	-0.02720642	-1.006531
14707	-0.02471924	-0.02693176	-1.006821
14708	-0.02450562	-0.02581787	-1.007538
14709	-0.02368164	-0.02684021	-1.005966
14710	-0.02418518	-0.02745056	-1.00621
14711	-0.02507019	-0.02783203	-1.007553
14712	-0.02532959	-0.02679443	-1.007065
14713	-0.02662659	-0.02537537	-1.006546
14714	-0.02612305	-0.02709961	-1.008194
14715	-0.02423096	-0.0275116	-1.010971
